"AA","AB","AC","BA","BB","BC","CA","CB","CC"
"50000330",0,0.666666666666667,0,0.5,0,0,0,0,0
"50000333",0,0,0,0,0.333333333333333,0.333333333333333,0,1,0
"50000334",0.333333333333333,0,0.333333333333333,0.5,0.5,0,0.5,0.5,0
"50000335",0.5,0.25,0,1,0,0,0,0,0
"50000337",0.5,0,0,1,0,0,0,0,0
"50000338",0,0.5,0.25,1,0,0,1,0,0
"50000339",0.5,0.25,0,0,0,0,0,0,0
"50000340",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"50000341",0,0.333333333333333,0.333333333333333,0.5,0,0,1,0,0
"50000342",0.5,0,0,0,0,0,0,0,0
"50000343",0,1,0,0.25,0.25,0.25,1,0,0
"50000345",0,0,0,0.333333333333333,0.666666666666667,0,0,0,0
"50000346",0,0,1,0,0,0,0,0,0
"50000348",0.333333333333333,0,0.333333333333333,0,0,0,1,0,0
"50000349",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"50000351",0.75,0,0,0,0,0,0,0,0
"50000352",0.5,0,0,0,0,0,0,0,0
"50000353",0.5,0,0,0,0,0,0,0,0
"50000355",0.5,0,0,0,0,0,0,0,0
"50000359",0.666666666666667,0,0,0,0,0,0,0,0
"50000360",0,0,0,0,0,0,0,0,0
"50000363",0,0.5,0,0.5,0.5,0,0,0,0
"50000364",0.666666666666667,0,0,0,0,0,0,0,0
"50000366",0,0.5,0,1,0,0,0,0,0
"50000367",0.5,0,0,1,0,0,0,1,0
"50000372",0,0.5,0,1,0,0,0,0,0
"50000375",0.4,0.2,0.2,1,0,0,1,0,0
"50000377",0.5,0,0,1,0,0,0,0,0
"50000380",0.5,0,0,0,0,1,0.5,0,0.5
"50000381",0,0.5,0,0.25,0.5,0,1,0,0
"50000384",0,0,0.5,0,0,0,1,0,0
"50000387",0.25,0.25,0.25,1,0,0,1,0,0
"50000388",0.5,0,0,0,0,0,0,0,0
"50000389",0.5,0,0,0,0,0,0,0,0
"50000390",0.5,0,0,1,0,0,0,0,0
"50000391",0.5,0,0,0,0,0,0,0,0
"50000392",0.5,0,0,0,0,0,0,0,0
"50000393",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"50000394",0,0.666666666666667,0,0.5,0.5,0,0,0,0
"50000395",0.5,0,0,0,0,0,0,0,0
"50000396",0.333333333333333,0.166666666666667,0.333333333333333,1,0,0,1,0,0
"50000400",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"50000401",0,0.5,0,1,0,0,0,0,0
"50000404",0.333333333333333,0.333333333333333,0,1,0,0,1,0,0
"50000405",0.5,0,0,0,0,0,0,0,0
"50000408",0,0.5,0.5,0.25,0.5,0,1,0,0
"50000410",0.5,0,0,0,0,0,1,0,0
"50000411",0,0.666666666666667,0,1,0,0,0,0,0
"50000412",0,0.5,0,1,0,0,0,0,0
"50000413",0.333333333333333,0,0.333333333333333,1,0,0,1,0,0
"50000415",0.25,0.5,0,1,0,0,0,0,0
"50000417",0.5,0,0,0,0,0,0,0,0
"50000418",0.333333333333333,0.333333333333333,0,0,0,1,1,0,0
"50000419",0,0.5,0,1,0,0,0,0,0
"50000420",0,0.25,0.5,1,0,0,1,0,0
"50000421",0.5,0,0,1,0,0,0,0,0
"50000422",0,0,0.333333333333333,1,0,0,1,0,0
"50000424",0.5,0,0,0,0,0,0,0,0
"50000425",0.75,0,0,0,0,0,0,0,0
"50000426",0,0,0,0,0.666666666666667,0,0,0,0
"50000430",0.333333333333333,0,0.333333333333333,0,0,0,1,0,0
"50000431",0.333333333333333,0.333333333333333,0,0.5,0.5,0,0,0,0
"50000432",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"50000433",0,1,0,0.666666666666667,0,0,0,0,0
"50000434",0,1,0,0.2,0.6,0,0,0,0
"50000435",0.6,0.2,0,1,0,0,0,0,0
"50000437",0.5,0,0,0,0,0,0,0,0
"50000439",0,0,1,0,0,0,0,1,0
"50000440",0.5,0,0,0,0,0,0,0,0
"50000441",0.5,0,0,0,0,0,0,0,0
"50000442",0,0.5,0,1,0,0,0,0,0
"50000444",0,1,0,0.333333333333333,0.333333333333333,0,0,0,0
"50000445",0,0.5,0,1,0,0,1,0,0
"50000449",0.5,0,0,1,0,0,0,0,0
"50000453",0.666666666666667,0,0,0,0,0,0,0,0
"50000454",0,0,0,0.5,0.5,0,0,0,0
"50000456",0,0,0,0,0,1,0.25,0.5,0.25
"50000457",0,0.5,0.5,0,0.5,0,1,0,0
"50000458",0.666666666666667,0,0,0,0,0,0,0,0
"50000459",0,0,0,0,0,0,0,0,0
"50000460",0.5,0,0,0,0,0,1,0,0
"50000461",0.5,0,0,0,0,0,0.5,0,0.5
"50000462",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"50000463",0,0,0.666666666666667,0,0,0,1,0,0
"50000464",0,0,0,0,0,0,0.5,0,0
"50000466",0.666666666666667,0,0,0,0,0,0,0,0
"50000467",0.5,0,0,1,0,0,0,0,0
"50000468",0.833333333333333,0,0,0,0,0,0,0,0
"50000469",0,0.5,0,0.5,0.5,0,1,0,0
"50000471",0.5,0,0,1,0,0,0,0,0
"50000472",0.5,0,0,0,0,0,0,0,0
"50000473",0,1,0,0.333333333333333,0.333333333333333,0,0,0,0
"50000474",0,0.5,0,1,0,0,0,0,0
"50000475",0.333333333333333,0.333333333333333,0.333333333333333,0.5,0,0,1,0,0
"50000477",0,0.5,0,1,0,0,0,0,0
"50000478",0,0,0,0,0,0,1,0,0
"50000479",0,0.5,0,1,0,0,0,0,0
"50000484",0.5,0,0,1,0,0,0,0,0
"50000487",0,0,0.5,0,0,0,1,0,0
"50000488",0,0.5,0,0.5,0.5,0,0,0,0
"50000489",0.5,0,0,1,0,0,0,0,0
"50000491",0.5,0,0,0,0,0,1,0,0
"50000492",0.5,0,0,0,0,0,0,0,0
"50000496",0.333333333333333,0,0,0,0,0,0,0,0
"50000499",0.666666666666667,0,0,1,0,0,0,0,0
"50000500",0.5,0,0,0,0,0,0,0,0
"50000501",0.75,0.25,0,0,0,0,0,0,0
"50000504",0.5,0,0,1,0,0,0,0,0
"50000507",0,0.5,0.25,1,0,0,1,0,0
"50000508",0,0,0,0,0,0,0,0,0
"50000509",0.5,0,0,1,0,0,0,0,0
"50000510",0,0,0.5,0,0.5,0.5,1,0,0
"50000513",0.666666666666667,0,0,0,0,0,0,0,0
"50000516",0,0,0.5,0,0,0,1,0,0
"50000518",0,0.5,0,1,0,0,0,0,0
"50000521",0,1,0,0.333333333333333,0.333333333333333,0,0,0,0
"50000522",0.5,0,0,0,0,0,0,0,0
"50000525",0.333333333333333,0.333333333333333,0,1,0,0,1,0,0
"50000526",0,0,0,0,0,0.5,0,1,0
"50000529",0.8,0,0,0,0,0,0,0,0
"50000532",0.666666666666667,0,0,0,0,0,0,0,0
"50000533",0.5,0,0,1,0,0,0,0,0
"50000537",0.75,0,0,0,0,0,0,0,0
"50000538",0.333333333333333,0.666666666666667,0,0.5,0.25,0,0,1,0
"50000540",0.5,0,0,1,0,0,0,0,0
"50000541",0,1,0,0.333333333333333,0.333333333333333,0,0,0,0
"50000542",0,0.5,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
"50000543",0,0,0,0,0.5,0,1,0,0
"50000544",0.5,0,0,1,0,0,0,0,0
"50000546",0,0,1,0.5,0,0,0,1,0
"50000547",0.5,0,0,0,0,0,0,0,0
"50000548",0,0.333333333333333,0.333333333333333,1,0,0,1,0,0
"50000549",0.8,0,0,0,0,0,0,0,0
"50000550",0.4,0.4,0,1,0,0,0,0,0
"50000551",0.5,0,0,1,0,0,0,0,0
"50000577",0,0,0,0,0,0,0,0,0
"50000578",0.666666666666667,0,0,0,0,0,0,0,0
"50000580",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"50000582",0,0.5,0,1,0,0,1,0,0
"50000585",0.5,0,0,0,0,0,0,0,0
"50000586",0.5,0,0,0,0,0,0,0,0
"50000587",0,0.5,0,1,0,0,0,0,0
"50000589",0.5,0,0,1,0,0,0,0,0
"50000590",0,0.5,0,1,0,0,0,0,0
"50000591",0.666666666666667,0,0,0,0,0,0,0,0
"50000592",0.333333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0,0,0
"50000593",0,0,0,0,0.5,0.5,0.5,0.5,0
"50000595",0,0.666666666666667,0,1,0,0,0,0,0
"50000598",0.5,0.5,0,0.5,0,0,0,0,0
"50000600",0.5,0,0,0,0,0,0,0,0
"50000604",0,0,0,0,0,0,0,1,0
"50000605",0.5,0,0,0,0,0,0,0,0
"50000606",0.333333333333333,0,0,1,0,0,0,0,0
"50000607",0,0,0,0,0,0,0,0,0.5
"50000609",0,0,1,0.5,0,0,0.5,0.5,0
"50000613",0,0,1,0.5,0,0,0,1,0
"50000614",0.666666666666667,0,0,0,0,0,0,0,0
"50000616",0,0.5,0,1,0,0,0,0,0
"50000617",0.666666666666667,0,0,0,0,0,0,0,0
"50000619",0.666666666666667,0,0,0,0,0,0,0,0
"50000623",0,0.5,0,1,0,0,0,0,0
"50000628",0,0.666666666666667,0,1,0,0,0,0,0
"50000632",0.5,0,0,0,0,0,0,0,0
"50000633",0.6,0.2,0,1,0,0,0,0,0
"50000634",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"50000635",0,0.666666666666667,0,1,0,0,0,0,0
"50000637",0,0.5,0,1,0,0,0,0,0
"50000638",0,0,0,0,0.5,0,0,0,0
"50000639",0.666666666666667,0,0,0,0,0,0,0,0
"50000641",0,0,0,0,0,0,0,0,0
"50000642",0.5,0,0,0,0,0,0,0,0
"50000648",0,0.5,0,1,0,0,0,0,0
"50000655",0,0.5,0,1,0,0,0,0,0
"50000665",0,0,0,0.333333333333333,0.666666666666667,0,0,0,0
"50000674",0.5,0,0,0.5,0.5,0,0,0,0
"50000689",0.666666666666667,0,0,0,0,0,0,0,0
"50000693",0.666666666666667,0,0.333333333333333,1,0,0,0,0,0
"50000695",0,0,0,0,0.5,0.25,0,0.5,0
"50000697",0.75,0,0,0,0,0,0,0,0
"50000699",0.5,0,0,0,0,0,0,0,0
"50000702",0,0,0.5,0,0,0,1,0,0
"50000703",0.5,0,0,1,0,0,0,0,0
"50000704",0.666666666666667,0,0,0,0,0,0,0,0
"50000705",0,0,1,0,0,0,0,1,0
"50000706",0,0.75,0,1,0,0,0,0,0
"50000707",0,1,0,0,0.666666666666667,0.333333333333333,0,0,0.333333333333333
"50000709",0,0,0,0.5,0.5,0,0,0,0
"50000710",0,0.5,0,0.5,0.5,0,0,0,0
"50000711",0,0.5,0,1,0,0,0,1,0
"50000715",0.333333333333333,0.666666666666667,0,0.333333333333333,0,0.333333333333333,0.5,0.5,0
"50000719",0.5,0,0,1,0,0,0,0,0
"50000720",0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,1,0
"50000721",0.25,0,0.5,0,0,0,0.75,0,0.25
"50000722",0.5,0,0,1,0,0,0,0,0
"50000725",0,1,0,0.25,0.5,0.25,0,0,0
"50000726",0.5,0,0,0,0,0,0,0,0
"50000727",0.333333333333333,0.333333333333333,0,0.5,0.5,0,0,0,0
"50000728",0.5,0,0,0,0,0,0,0,0
"50000732",0,0,0,0,0.5,0,0,0,0
"50000735",0,0.5,0,1,0,0,0,0,0
"50000736",0,0,0,0.25,0.5,0.25,0,1,0
"50000738",0,0,1,0.333333333333333,0.333333333333333,0,0,1,0
"50000740",0,0.333333333333333,0.666666666666667,0.5,0,0,0,0.5,0
"50000741",0.5,0,0.5,0,0,0.333333333333333,0,1,0
"50000744",0.5,0.25,0,1,0,0,1,0,0
"50000745",0,0.5,0,1,0,0,1,0,0
"50000749",0,1,0,0.333333333333333,0.333333333333333,0,0,0,0
"50000750",0.666666666666667,0.166666666666667,0,1,0,0,1,0,0
"50000753",0.5,0.5,0,0,0,0,0,0,0
"50000754",0,0.666666666666667,0.333333333333333,0.5,0,0,1,0,0
"50000755",0,0.666666666666667,0,0.666666666666667,0,0.333333333333333,1,0,0
"50000756",0.75,0,0,1,0,0,0,0,0
"50000757",0.666666666666667,0,0,0,0,0,0,0,0
"50000758",0,0,0,1,0,0,0,1,0
"50000759",0.333333333333333,0,0,1,0,0,0,0,0
"50000762",0,0,0.5,0.5,0.5,0,0.5,0.5,0
"50000763",0.5,0,0,0,0,0,0,0,0
"50000766",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"50000767",0,1,0,0,0,0,0,0,0
"50000768",0,0,0.5,0,0,0,0.333333333333333,0,0.333333333333333
"50000771",0.25,0,0.25,1,0,0,1,0,0
"50000772",0.5,0.5,0,0.5,0,0,0,0,0
"50000773",0,0,0,0,0,0,0,0,0
"50000775",0.75,0,0,0,0,0,0,0,0
"50000776",0.5,0,0,1,0,0,0,0,0
"50000777",0.5,0.25,0,1,0,0,0,0,0
"50000778",0.666666666666667,0,0,0,0,0,0,0,0
"50000780",0,0.5,0,0.5,0.5,0,0,0,0
"50000781",0,0.75,0,1,0,0,0,0,0
"50000782",0,0,1,0,0,0,0.5,0.5,0
"50000785",0.5,0,0,0,0,0,1,0,0
"50000786",0.5,0,0,0,0,0,1,0,0
"50000790",0.5,0.25,0,1,0,0,1,0,0
"50000791",0.5,0,0,0,0,0,0,0,0
"50000795",0.25,0.5,0,1,0,0,0,0,0
"50000796",0,0.5,0.5,0,0.666666666666667,0.333333333333333,0.5,0,0
"50000797",0.666666666666667,0,0,0,0,0,0,0,0
"50000798",0.5,0,0,1,0,0,0,0,0
"50000799",0.333333333333333,0,0,0.666666666666667,0.333333333333333,0,0,0,0
"50000800",0,0,0.5,0,0,0,0.666666666666667,0.333333333333333,0
"50000801",0.333333333333333,0,0,0,0,0,0,0,0
"50000802",0.5,0,0,0,0,0,0,0,0
"50000803",0.666666666666667,0,0,0,0,0,0,0,0
"50000804",0.5,0,0,0.333333333333333,0.666666666666667,0,0,0,0
"50000805",0,0.5,0,1,0,0,0,0,0
"50000806",0.8,0,0,1,0,0,0,0,0
"50000808",0.333333333333333,0.333333333333333,0.333333333333333,0,0,1,0.5,0,0
"50000809",0,1,0,0.666666666666667,0,0,0,0,0
"50000810",0.5,0,0,0,0,0,0,0,0
"50000811",0,0,1,0.5,0,0,0,1,0
"50000814",0.5,0,0,0,0,0,0,0,0
"50000816",0.666666666666667,0,0,0,0,0,1,0,0
"50000817",0,0,0.666666666666667,1,0,0,1,0,0
"50000818",0.666666666666667,0,0,0,0,0,0,0,0
"50000820",0,0,0,0,0,0,0,0,0
"50000821",0.5,0,0.25,0,0,0,1,0,0
"50000823",0.5,0,0,0.333333333333333,0.666666666666667,0,0,0,0
"50000824",0.666666666666667,0.333333333333333,0,0,0.5,0,1,0,0
"50000825",0,0.5,0,1,0,0,0,0,0
"50000828",0.5,0,0,0,0,0,0,0,0
"50000829",0.5,0,0,1,0,0,0,0,0
"50000831",0,1,0,0,0.666666666666667,0,0,0,0
"50000832",0,0,0,0,0,0,0,0,0
"50000834",0,0.5,0,0.5,0.25,0,0,0,0
"50000837",0.5,0,0,0,0,0,0,0,0
"50000838",0.5,0,0,0,0,0,0,0,0
"50000839",0.666666666666667,0,0,0,0,0,0,0,0
"50000841",0.5,0,0,0,0,0,1,0,0
"50000844",0.5,0,0,0,0,0,0,0,0
"50000845",0.5,0,0,0,0,0,0,0,0
"50000846",0.5,0,0,0,0,0,0,0,0
"50000849",0.5,0,0,0,0,0,0,0,0
"50000851",0.5,0,0,0,0,0,0,0,0
"50000853",0.5,0,0,0.5,0.5,0,0,1,0
"50000855",0.75,0.25,0,0,0,1,0,0,0
"50000857",0,0,0,0,0,0,0,0,0
"50000858",0.5,0,0,1,0,0,0,0,0
"50000861",0.5,0,0,0,0,0,0,0,0
"50000865",0.5,0,0,0,0,0,0,0,0
"50000866",0,0.5,0,1,0,0,0.5,0,0.5
"50000867",0,0.5,0,1,0,0,0,0,0
"50000868",0,0.5,0,1,0,0,0,0,0
"50000869",0.5,0.5,0,0,0.5,0,0,0,0
"50000872",0.666666666666667,0,0,0,0,0,1,0,0
"50000874",0.5,0.5,0,0,0,0,0,0,0
"50000875",0.75,0,0,1,0,0,0,1,0
"50000880",0.5,0,0,0,0,0,0,0,0
"50000881",0.5,0,0,1,0,0,0,0,0
"50000883",0,0,0.666666666666667,1,0,0,1,0,0
"50000884",0.5,0,0,0,0,0,0,0,0
"50000885",0,0,0,0.333333333333333,0.333333333333333,0,0,1,0
"50000886",0,0,0.5,0.5,0.5,0,0.5,0.5,0
"50000887",0,0.5,0,1,0,0,0,0,0
"50000888",0.5,0,0.5,0.333333333333333,0.666666666666667,0,0,0,0.5
"50000889",0,0,0,0,0,0,0,0,0
"50000891",0,0,0,0.25,0.5,0,0,1,0
"50000892",0.5,0.25,0,1,0,0,0,0,0
"50000894",0.666666666666667,0,0,1,0,0,0,0,0
"50000895",0.5,0,0.25,0,0,0,1,0,0
"50000898",0,1,0,0.5,0,0.5,0.5,0,0
"50000901",0.666666666666667,0,0,0,0,0,0,0,0
"50000902",0.5,0,0,0,0,0,0,0,0
"50000903",0,0,1,0.5,0,0,0,1,0
"50000904",0.5,0,0,0,0,0,0,0,0
"50000905",0,0.5,0,1,0,0,0,0,0
"50000906",0,0,0,1,0,0,0,1,0
"50000908",0.6,0.2,0,1,0,0,0,0,0
"50000909",0,0,0.5,0,0,0,1,0,0
"50000910",0,0,0,1,0,0,0,0,0
"50000911",0,0,0,0,0,0,0,0,0
"50000915",0,1,0,0.25,0.5,0,0,0,0
"50000916",0.5,0,0,0,0,0,1,0,0
"50000918",0.666666666666667,0,0,0,0,0,0,0,0
"50000919",0.5,0,0,0,0,0,0,0,0
"50000920",0.5,0,0,0,0,0,0,0,0
"50000923",0.25,0.5,0,1,0,0,1,0,0
"50000926",0.5,0,0,1,0,0,0,1,0
"50000928",0.5,0,0,0,0,0,1,0,0
"50000929",0.5,0,0,1,0,0,0,0,0
"50000930",0.333333333333333,0.333333333333333,0,1,0,0,1,0,0
"50000933",0,0,0,0,0,1,0,0,0
"50000935",0.75,0,0,1,0,0,0,0,0
"50000937",0,0.5,0,1,0,0,0,0,0
"50000938",0.666666666666667,0,0,1,0,0,0,0,0
"50000939",0,0.5,0,1,0,0,0,0,0
"50000940",0,0.5,0,0.5,0,0.5,1,0,0
"50000941",0.666666666666667,0.333333333333333,0,0,0,0.333333333333333,0.5,0.5,0
"50000942",0.666666666666667,0,0,0,0,0,0,0,0
"50000944",0.333333333333333,0.333333333333333,0,0,0,1,1,0,0
"50000945",0.333333333333333,0.333333333333333,0,0.5,0.5,0,0,0,0
"50000946",0.666666666666667,0,0,0,0,0,0,0,0
"50000947",0.5,0,0,0,0,0,0,0,0
"50000948",0,0.5,0,0.666666666666667,0,0,0,1,0
"50000949",0,0.5,0,1,0,0,0,0,0
"50000950",0.5,0,0,0,0,0,0,0,0
"50000951",0.666666666666667,0,0.333333333333333,1,0,0,0,0,0.5
"50000953",0,0,0,0,0,0,0.666666666666667,0.333333333333333,0
"50000954",0,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
"50000955",0.5,0,0,0,0,0,0,0,0
"50000956",0.5,0,0,0,0,0,1,0,0
"50000957",0,0.5,0,1,0,0,0,0,0
"50000963",0,0,0,0.5,0.5,0,0,0,0
"50000964",0.333333333333333,0.333333333333333,0,1,0,0,1,0,0
"50000965",0,1,0,0.666666666666667,0,0,0,0,0
"50000966",0,0.5,0,1,0,0,1,0,0
"50000967",0.5,0,0,0,0,0,0,0,0
"50000968",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,1,0,0
"50000969",0,0,0,0,0.833333333333333,0,0,0,0
"50000970",0.5,0,0,0,0,0,0,0,0
"50000971",0.5,0,0.25,1,0,0,1,0,0
"50000972",0,0,1,0.333333333333333,0.333333333333333,0,0,1,0
"50000973",0.666666666666667,0,0,0,0,0,0,0,0
"50000974",0.5,0,0,0,0.5,0.5,1,0,0
"50000975",0.5,0,0,1,0,0,0,0,0
"50000976",0,0,0,0,0,0,0,1,0
"50000977",0.5,0.5,0,0,0,0,0,0,0
"50000979",0.8,0,0,0,0,0,0,0,0
"50000980",0,0.5,0,1,0,0,0,0,0
"50000982",0.5,0,0,0,0,0,0,0,0
"50000983",0.5,0,0,0,0,0,0,0,0
"50000984",0,0,0,1,0,0,0,0,0
"50000985",0.5,0,0,0,0,0,0,0,0
"50000986",0,0.666666666666667,0,1,0,0,1,0,0
"50000988",0.5,0,0,1,0,0,0,0,0
"50000989",0.5,0.25,0,1,0,0,0,0,0
"50000990",0,1,0,0,0.6,0.2,1,0,0
"50000991",0.5,0,0,1,0,0,0,0,0
"50000992",0.666666666666667,0,0,0,0,0,0,0,0
"50000993",0,0,0,0.333333333333333,0.666666666666667,0,0,1,0
"50000995",0.5,0,0,1,0,0,0,0,0
"50000996",0,1,0,0,0.5,0,1,0,0
"50000997",0.666666666666667,0,0,0,0,0,0,0,0
"50000998",0.666666666666667,0.333333333333333,0,0.5,0,0,0,0,0
"50000999",0,1,0,0,0.5,0,0,0,0
"50001003",0,0.5,0,1,0,0,0,0,0
"50001004",0.25,0.5,0,1,0,0,0,0,0
"50001005",0,0.5,0,0.666666666666667,0.333333333333333,0,0,0,0
"50001007",0.5,0,0,0,0,0,0,0,0
"50001008",0,0,0,0,0,0,0,0,0
"50001010",0,1,0,0.333333333333333,0.333333333333333,0,1,0,0
"50001011",0.5,0.5,0,0.333333333333333,0.333333333333333,0,0,0,0
"50001012",0.5,0,0,1,0,0,0,0,0
"50001013",0.333333333333333,0.666666666666667,0,0.5,0,0,1,0,0
"50001014",0.666666666666667,0,0,0,0,0,0,0,0
"50001015",0.666666666666667,0,0,0,0,0,0,0,0
"50001017",0.666666666666667,0,0,1,0,0,0,0,0
"50001019",0,0,0,0,0.75,0.25,0,0.5,0
"50001020",0.75,0,0.25,0,0,0.5,0.5,0.5,0
"50001021",0,0,0,0,0.5,0,0,1,0
"50001022",0.333333333333333,0,0.666666666666667,0,0,0,0.666666666666667,0,0
"50001024",0.5,0,0,0,0,0,0,0,0
"50001029",0,0.5,0,0.5,0.5,0,0,0,0
"50001031",0.5,0,0,1,0,0,0,0,0
"50001035",0.5,0,0,1,0,0,0,0,0
"50001036",0,0,0,0.5,0.5,0,0,0.5,0.5
"50001037",0,0,0,0.5,0.5,0,0,0,0
"50001038",0.5,0.25,0,0,0.5,0,1,0,0
"50001039",0.5,0,0,1,0,0,0,0,0
"50001040",0.5,0,0,0,0,0,0,0,0
"50001041",0.5,0,0,1,0,0,0,0,0
"50001043",0.5,0,0,0,0,0,0,0,0
"50001044",0,0.666666666666667,0,1,0,0,0,0,0
"50001045",0,0.5,0,1,0,0,0,0,0
"50001048",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"50001049",0.5,0,0,0,0,0,1,0,0
"50001050",0.5,0.5,0,0,0,0,0,0,0
"50001054",0.5,0,0,0,0,0,0,0,0
"50001057",0.25,0.5,0,1,0,0,1,0,0
"50001058",0.333333333333333,0,0.666666666666667,0,0.5,0,0.5,0.5,0
"50001059",0.5,0,0,1,0,0,0,0,0
"50001060",0.333333333333333,0,0.333333333333333,1,0,0,1,0,0
"50001061",0,0,0,0.5,0.5,0,0,1,0
"50001062",0,0,0,0,0,0,1,0,0
"50001063",0.5,0,0,0,0,0,0,0,0
"50001064",0,1,0,0,0,0.5,1,0,0
"50001065",0.666666666666667,0,0.333333333333333,0,0,0,0,1,0
"50001067",0.333333333333333,0.333333333333333,0,1,0,0,1,0,0
"50001068",0.5,0,0,0,0,0,1,0,0
"50001069",0,1,0,0,0,1,0,0,0
"50001070",0.333333333333333,0.333333333333333,0,0.5,0,0.5,1,0,0
"50001071",0.5,0,0,0,0,0,0,0,0
"50001072",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"50001073",0.333333333333333,0,0.333333333333333,0,0,0,1,0,0
"50001074",0,0.5,0,0.5,0.5,0,0,0,0
"50001075",0.5,0,0,1,0,0,0,0,0
"50001076",0.666666666666667,0,0,0,0,0,0,0,0
"50001077",0.666666666666667,0,0,0,0,0,0,0,0
"50001078",0,0,0,0.333333333333333,0.666666666666667,0,0,0,0
"50001080",0,0,0.333333333333333,0,0,0,1,0,0
"50001081",0.333333333333333,0.333333333333333,0,1,0,0,1,0,0
"50001083",0,0,1,0.5,0,0,0,1,0
"50001084",0.5,0,0,1,0,0,0,0,0
"50001085",0,0.5,0,1,0,0,0,0,0
"50001086",0.5,0,0,1,0,0,0,0,0
"50001087",0,0,0,0.333333333333333,0.666666666666667,0,0,0,0
"50001088",0.5,0,0,1,0,0,0,0,0
"50001089",0.5,0,0,0.5,0.5,0,0,0,0
"50001090",0,0.5,0,0.5,0.5,0,0,0,0
"50001092",0,1,0,0.5,0.25,0,0,0,0
"50001097",0,0,0,0,0,0,0,0,0
"50001100",0.666666666666667,0,0,0,0,0,0,0,0
"50001102",0.666666666666667,0,0,0,0,0,1,0,0
"50001103",0.333333333333333,0,0.333333333333333,1,0,0,0,0.5,0.5
"50001104",0,0,0,1,0,0,0,0,0
"50001105",0.333333333333333,0,0.333333333333333,0,0,0,1,0,0
"50001107",0.5,0,0,0,0,1,1,0,0
"50001108",0,0.5,0,0.666666666666667,0.333333333333333,0,0,1,0
"50001109",0.5,0,0,0,0,0,0,0,0
"50001110",0.5,0,0,0,0,0,0,0,0
"50001112",0.5,0,0,0,0,0,1,0,0
"50001114",0,0.5,0.5,1,0,0,0,0,0
"50001115",0,0.5,0,1,0,0,1,0,0
"50001117",0,0,0,0,0,0,0,0,0
"50001118",0.666666666666667,0,0,0,0,0,0,0,0
"50001120",0.333333333333333,0,0.333333333333333,0.5,0.5,0,0.5,0.5,0
"50001122",0.5,0,0,0,0,0,0,0,0
"50001124",0,0.5,0,1,0,0,0,0,0
"50001125",0,1,0,0,0.333333333333333,0.333333333333333,0.5,0.5,0
"50001126",0.75,0,0,0,0,0,1,0,0
"50001131",0,0,1,0,0,0,0,1,0
"50001132",0,0.5,0,1,0,0,0,0,0
"50001133",0.75,0.25,0,0,0,0,0,0,0
"50001134",0.5,0,0,0,0,0,0,0,0
"50001137",0.5,0,0,0,0,0,0,0,0
"50001138",0.6,0.2,0,1,0,0,0,0,0
"50001140",0,0,0,0,0,0,0,0,0
"50001142",0.5,0,0,0,0,0,0,0,0
"50001143",0.333333333333333,0.333333333333333,0,1,0,0,0.333333333333333,0,0.666666666666667
"50001144",0,1,0,0,0.5,0,1,0,0
"50001146",0,0,1,0.5,0,0,0,0.5,0.5
"50001148",0.5,0,0,0,0,0,0,0,0
"50001151",0,0.5,0,1,0,0,0,0,0
"50001152",0,0.5,0,1,0,0,0,0,0
"50001155",0.5,0,0,1,0,0,0,0,0
"50001156",0,0,0,0,0,0,0,0,0
"50001158",0,1,0,0.25,0.5,0,0,0,0
"50001159",0,0,0.5,1,0,0,1,0,0
"50001160",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"50001162",0.5,0,0,0,0,0,0,0,0
"50001163",0,0,0,0.5,0.5,0,0,1,0
"50001166",0,0,1,0,0.666666666666667,0,0.333333333333333,0.333333333333333,0
"50001168",0.5,0.25,0,1,0,0,1,0,0
"50001169",0.666666666666667,0.333333333333333,0,0,0,0,1,0,0
"50001170",0,0,1,0,0,0,0.5,0,0
"50001172",0.666666666666667,0,0,0.333333333333333,0.666666666666667,0,0,0,0
"50001174",0.5,0,0,0,0,0,0,0,0
"50001177",0,0,0,0,0.333333333333333,0.333333333333333,0,1,0
"50001178",0,0.5,0,0.5,0.5,0,0,0,0
"50001179",0.666666666666667,0,0,0,0,0,0,0,0
"50001181",0.666666666666667,0,0,0,0,0,0,0,0
"50001182",0,0,0,0,0,0,1,0,0
